,Player,Team,Position,GP,TOI,TOIperGP,Goalsper60,Total Assistsper60,First Assistsper60,Second Assistsper60,Total Pointsper60,IPP,Shotsper60,SHpct,ixGper60,iCFper60,iFFper60,iSCFper60,iHDCFper60,Rush Attemptsper60,Rebounds Createdper60,PIMper60,Total Penaltiesper60,Minorper60,Majorper60,Misconductper60,Penalties Drawnper60,Giveawaysper60,Takeawaysper60,Hitsper60,Hits Takenper60,Shots Blockedper60,Faceoffs Wonper60,Faceoffs Lostper60,Faceoffs pct
553,Jeremy Lauzon,"NSH, SEA",D,66,1167.466667,17.68888889,0.1,0.26,0.15,0.1,0.36,16.67,3.85,2.67,0.14,7.76,5.14,1.8,0.31,0.05,0.46,4.16,1.34,0.93,0.36,0.05,0.82,1.23,0.51,11.51,5.7,3.24,0,0,-
736,Mikey Anderson,L.A,D,57,1146.5,20.11403509,0.1,0.31,0.21,0.1,0.42,16.33,3.04,3.45,0.15,6.96,4.45,2.77,0.58,0.37,0.26,0.42,0.21,0.21,0,0,0.52,1.36,0.52,6.96,6.54,3.61,0,0,-
846,Ryan Merkley,S.J,D,39,599.7333333,15.37777778,0.1,0.5,0.4,0.1,0.6,35.29,3.6,2.78,0.1,8.5,4.4,2.1,0.2,0.7,0.4,0.8,0.4,0.4,0,0,0.7,2.8,1.3,1.2,3.2,2.2,0,0,-
143,Calvin de Haan,CHI,D,69,1308.083333,18.95772947,0.18,0.18,0.09,0.09,0.37,20,4.91,3.74,0.19,10.32,6.97,2.57,0.28,0.32,0.32,1.51,0.69,0.64,0.05,0,0.46,2.71,0.83,6.7,3.72,7.89,0,0,-
332,Dominic Toninato,WPG,C,77,646.4333333,8.395238095,0.65,0.65,0.56,0.09,1.3,70,4.08,15.91,0.56,8.17,5.94,5.85,2.6,0.19,0.09,2.04,1.02,1.02,0,0,0.46,0.93,1.02,8.54,4.92,2.97,8.08,10.95,3.94
369,Tucker Poolman,VAN,D,40,680.05,17.00125,0.09,0.18,0.09,0.09,0.26,13.64,4.15,2.13,0.18,9.18,5.38,3,0.71,0.18,0.79,1.06,0.18,0.09,0,0.09,0.44,1.32,0.62,2.91,3.53,6.44,0,0,-
531,Christian Fischer,ARI,R,53,695.05,13.11415094,0.43,0.43,0.35,0.09,0.86,71.43,6.56,6.58,0.61,10.62,8.2,6.04,3.37,0.6,0.86,1.21,0.6,0.6,0,0,1.12,2.07,1.47,7.86,6.47,1.9,6.56,12.69,2.94
644,Trent Frederic,BOS,C,60,699.4333333,11.65722222,0.69,0.86,0.77,0.09,1.54,66.67,8.58,8,0.8,13.47,10.81,8.66,3.77,0.86,1.2,4.89,1.8,1.37,0.43,0,1.03,1.03,1.97,10.21,6.95,1.89,3,4.63,3.37
482,Sam Lafferty,"CHI, PIT","C, R",56,759.9833333,13.57113095,0.39,0.63,0.55,0.08,1.03,61.9,6.32,6.25,0.64,9.71,7.89,7.5,3.63,0.47,0.55,2.61,0.95,0.71,0.24,0,1.26,1.5,1.82,10.82,7.97,2.05,8.53,12.24,3.24
120,Matt Martin,NYI,L,71,812.3,11.44084507,0.22,0.3,0.22,0.07,0.52,29.17,4.88,4.55,0.55,7.83,6.35,4.65,2.59,0.22,0.37,5.17,1.63,1.11,0.44,0.07,1.26,1.26,0.81,17.36,4.51,1.92,0.59,0.81,3.11
195,Austin Watson,OTT,L,67,803.4333333,11.99154229,0.75,0.45,0.37,0.07,1.19,64,6.57,11.36,0.59,11.05,8.89,5.3,2.54,0.67,0.9,6.8,2.32,1.72,0.52,0.07,1.79,1.12,1.12,15.91,4.18,4.7,0.52,0.97,2.61
303,Zemgus Girgensons,BUF,L,56,828.2,14.78928571,0.72,0.58,0.51,0.07,1.3,62.07,6.67,10.87,0.68,10.5,8.69,6.81,3.4,0.43,0.65,1.96,0.58,0.43,0.07,0.07,0.65,0.72,1.74,5.87,6.16,1.81,10.36,10.43,3.61
185,Patrik Nemeth,NYR,D,63,1047.983333,16.63465608,0.11,0.29,0.23,0.06,0.4,20.59,2.98,3.85,0.14,6.53,4.47,1.43,0.34,0.23,0.11,1.6,0.8,0.8,0,0,0.23,1.03,0.63,6.58,8.24,5.84,0,0,-
360,Michael Raffl,DAL,L,76,1104.75,14.53618421,0.38,0.49,0.43,0.05,0.87,80,5.11,7.45,0.5,8.2,6.9,5.05,2.66,0.33,0.38,0.87,0.38,0.38,0,0,1.25,1.96,1.96,7.66,5.59,1.85,0.76,0.65,2.92
791,Jacob Bryson,BUF,D,73,1338.983333,18.34223744,0.04,0.4,0.36,0.04,0.45,16.67,1.93,2.33,0.06,3.81,2.29,1.21,0.13,0.04,0.09,0.54,0.27,0.27,0,0,0.49,1.12,1.08,2.46,4.97,3.27,0,0,-
16,Nate Thompson,PHI,C,33,395,11.96969697,0.15,0.3,0.3,0,0.46,37.5,3.49,4.35,0.43,6.23,5.32,4.1,1.82,0.3,0.46,4.71,0.91,0.46,0.15,0.3,0.61,1.06,1.22,7.44,3.19,3.04,24.3,19.29,8.47
24,Blake Comeau,DAL,L,6,68.81666667,11.46944444,0.87,0,0,0,0.87,50,1.74,50,0.11,4.36,1.74,1.74,0.87,0,0,3.49,1.74,1.74,0,0,0,3.49,0.87,11.33,4.36,2.62,0.87,0,87.19
45,Alex Biega,TOR,D,2,26.23333333,13.11666667,0,0,0,0,0,-,4.57,0,0.08,9.15,6.86,0,0,0,0,0,0,0,0,0,2.29,2.29,0,11.44,4.57,2.29,0,0,-
51,Leo Komarov,NYI,R,1,10.83333333,10.83333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,11.08,5.54,5.54,0,0,0,0,0,16.62,5.54,0,5.54,0,553.85
75,Thomas Hickey,NYI,D,2,38.95,19.475,0,0,0,0,0,-,0,-,0,1.54,0,1.54,0,0,0,0,0,0,0,0,1.54,1.54,1.54,3.08,9.24,4.62,0,0,-
77,Brad Malone,EDM,C,8,66.23333333,8.279166667,0.91,0.91,0.91,0,1.81,100,6.34,14.29,0.54,9.96,8.15,5.44,0,0,1.81,1.81,0.91,0.91,0,0,0.91,1.81,0,19.93,4.53,0.91,11.78,12.68,43.62
94,Jay Beagle,ARI,C,33,454.9166667,13.78535354,0.13,0.13,0.13,0,0.26,40,3.17,4.17,0.33,5.28,3.82,3.17,1.85,0.26,0.53,3.56,1.06,0.79,0.13,0.13,0.13,0.92,1.19,6.59,3.69,2.11,34.95,26.25,7.53
109,Zac Dalpe,FLA,C,1,6.133333333,6.133333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.57,9.78,9.78,9.78,29.35,244.57
118,Greg Pateryn,ANA,D,10,141.2,14.12,0.42,0.42,0.42,0,0.85,28.57,6.8,6.25,0.24,9.77,8.92,2.12,0,0.42,0.85,4.25,2.12,2.12,0,0,0,1.27,0,7.65,8.92,2.97,0,0,-
123,Luke Witkowski,DET,D,1,9.3,9.3,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,6.45,0,0,6.45,6.45,0,0,0,-
125,Antoine Roussel,ARI,L,53,643.2166667,12.13616352,0.37,0.37,0.37,0,0.75,66.67,5.5,6.78,0.64,9.61,7.93,5.78,3.26,0.28,0.84,5.5,1.49,1.12,0.09,0.28,1.21,1.49,0.84,6.9,6.81,3.17,1.59,2.05,4.07
148,John Moore,BOS,D,7,122.9666667,17.56666667,0,0.49,0.49,0,0.49,20,3.42,0,0.16,7.32,4.88,2.44,0,0,0.49,1.95,0.98,0.98,0,0,0.49,0.98,0.98,4.39,4.88,5.37,0,0,-
155,Richard Panik,NYI,R,4,59.66666667,14.91666667,0,1.01,1.01,0,1.01,100,4.02,0,0.66,10.06,8.04,8.04,6.03,0,1.01,0,0,0,0,0,0,1.01,1.01,9.05,0,2.01,1.01,1.01,50.28
170,Justin Dowling,VAN,C,22,211.0833333,9.59469697,0.57,0.57,0.57,0,1.14,66.67,4.83,11.76,0.58,7.96,6.25,3.7,2.27,0.28,0.85,0.57,0.28,0.28,0,0,0.28,0.28,1.14,2.84,5.4,2.56,5.97,5.4,14.92
172,Andrew Agozzino,OTT,L,1,6.866666667,6.866666667,0,0,0,0,0,-,8.74,0,0.3,8.74,8.74,0,0,0,0,0,0,0,0,0,0,0,0,34.95,0,0,8.74,17.48,291.26
198,Chris Wagner,BOS,R,1,15.95,15.95,0,0,0,0,0,-,7.52,0,0.65,11.29,11.29,7.52,3.76,0,0,0,0,0,0,0,3.76,0,0,41.38,15.05,0,0,3.76,0
203,Brett Connolly,CHI,R,9,75.56666667,8.396296296,0,0.79,0.79,0,0.79,50,4.76,0,0.48,10.32,7.15,6.35,1.59,0,0.79,11.91,1.59,0,0.79,0.79,0,0,1.59,5.56,1.59,2.38,0,0,-
207,Jarred Tinordi,NYR,D,7,90.45,12.92142857,0.66,0,0,0,0.66,100,3.32,20,0.13,9.95,5.97,1.99,0,0,0,4.64,1.33,0.66,0.66,0,1.33,0.66,0,11.28,3.32,5.31,0,0,-
218,Michael Sgarbossa,WSH,C,10,98.95,9.895,1.21,1.21,1.21,0,2.43,66.67,6.67,18.18,1.07,8.49,7.88,5.46,3.64,1.21,1.21,0,0,0,0,0,1.21,1.82,0.61,4.24,4.24,1.21,24.86,18.8,34.53
219,Alex Belzile,MTL,R,11,114.3166667,10.39242424,0,0,0,0,0,0,6.82,0,0.6,9.97,7.35,4.72,1.05,0,0.52,2.1,1.05,1.05,0,0,1.05,2.62,1.57,8.92,6.3,2.62,3.67,5.77,20.41
222,Ryan Dzingel,"ARI, S.J",C,32,438.7833333,13.71197917,0.68,0.41,0.41,0,1.09,61.54,4.38,15.63,0.47,7.93,6.15,5.47,2.73,0.27,0.55,4.79,1.23,0.68,0.41,0.14,0.68,1.09,1.78,2.73,1.91,1.23,8.89,12.03,5.81
225,Max McCormick,SEA,L,10,81,8.1,0,0,0,0,0,0,5.93,0,0.5,11.11,9.63,7.41,4.44,0,1.48,7.41,3.7,3.7,0,0,0.74,0.74,1.48,8.15,6.67,2.22,1.48,1.48,37.04
226,Josh Archibald,EDM,R,8,72.33333333,9.041666667,0,0.83,0.83,0,0.83,50,3.32,0,0.27,7.47,4.98,5.81,1.66,0.83,0,5.81,1.66,0.83,0.83,0,2.49,0.83,2.49,22.4,6.64,1.66,1.66,1.66,41.47
231,Fredrik Claesson,T.B,D,9,88.78333333,9.864814815,0,0,0,0,0,0,2.7,0,0.06,7.43,4.73,1.35,0.68,0,0.68,0,0,0,0,0,0,2.03,0.68,8.11,9.46,4.05,0,0,-
236,T.J. Tynan,L.A,C,2,21.68333333,10.84166667,0,0,0,0,0,-,8.3,0,0.25,11.07,8.3,0,0,0,0,0,0,0,0,0,0,0,0,2.77,2.77,5.53,16.6,19.37,127.71
239,Steven Fogarty,BOS,C,2,20.8,10.4,0,0,0,0,0,-,5.77,0,0.4,5.77,5.77,5.77,0,0,0,5.77,2.88,2.88,0,0,0,2.88,2.88,0,0,0,20.19,28.85,118.78
242,Andy Andreoff,NYI,C,6,59.91666667,9.986111111,1,0,0,0,1,100,6.01,16.67,0.34,9.01,8.01,4.01,1,0,0,0,0,0,0,0,0,3,1,11.02,3,1,9.01,8.01,53.01
244,Kyle Rau,MIN,C,5,44.08333333,8.816666667,0,0,0,0,0,-,4.08,0,0.09,6.81,4.08,4.08,1.36,1.36,0,0,0,0,0,0,0,0,0,8.17,2.72,0,1.36,1.36,68.05
247,Rocco Grimaldi,NSH,R,7,76.5,10.92857143,0,0,0,0,0,0,6.27,0,0.67,10.2,7.84,5.49,3.14,1.57,0.78,1.57,0.78,0.78,0,0,1.57,2.35,3.92,3.92,3.92,0,4.71,2.35,52.29
250,Dmitrij Jaskin,ARI,R,12,177.4166667,14.78472222,0,0.34,0.34,0,0.34,25,7.78,0,0.73,14.54,11.16,7.1,4.06,0,0.68,1.35,0.68,0.68,0,0,0.34,2.71,1.01,15.89,6.09,3.04,1.69,1.69,16.91
253,Brett Ritchie,CGY,R,41,398.6166667,9.722357724,0.45,0.15,0.15,0,0.6,28.57,8.28,5.45,0.72,13.7,11.29,8.28,3.46,0.75,0.45,4.37,1.81,1.66,0.15,0,1.05,1.66,0.45,11.74,5.87,0.75,0.15,0.45,3.76
269,Sven Baertschi,VGK,L,1,13.9,13.9,0,0,0,0,0,-,4.32,0,0.12,4.32,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32,0,0,0,-
275,Stefan Noesen,CAR,R,2,28.65,14.325,0,0,0,0,0,0,8.38,0,1.61,23.04,18.85,12.57,10.47,0,0,0,0,0,0,0,0,6.28,0,10.47,0,0,0,0,-
279,Seth Griffith,EDM,C,1,5.616666667,5.616666667,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.68,10.68,0,0,0,0,-
280,Turner Elson,DET,C,2,26.75,13.375,0,0,0,0,0,0,2.24,0,0.05,4.49,4.49,0,0,0,0,0,0,0,0,0,2.24,0,0,6.73,6.73,2.24,0,0,-
283,Kurtis Gabriel,CHI,R,2,12.05,6.025,0,0,0,0,0,-,0,-,0,4.98,0,0,0,0,0,0,0,0,0,0,0,0,4.98,34.85,9.96,0,0,0,-
297,Stefan Matteau,COL,C,1,3.65,3.65,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
319,Mackenzie MacEachern,STL,L,14,111.5666667,7.969047619,0,1.08,1.08,0,1.08,66.67,7.53,0,0.85,10.22,8.6,6.99,4.84,0.54,2.15,2.15,1.08,1.08,0,0,0,1.08,3.76,10.22,6.99,0.54,0,0,-
321,Jujhar Khaira,CHI,L,27,367.2,13.6,0.49,0,0,0,0.49,60,5.23,9.38,0.46,8.33,6.37,4.9,2.29,0,0.16,2.12,0.82,0.65,0.16,0,0.82,0.33,0.33,14.38,6.37,2.29,8.66,7.84,8.57
327,Martin Frk,L.A,R,6,84.18333333,14.03055556,1.43,0,0,0,1.43,100,10.69,13.33,1.1,19.96,15.68,9.98,4.28,1.43,0,1.43,0.71,0.71,0,0,0.71,3.56,0,7.84,4.28,0,0,0,-
340,Danny O'Regan,ANA,C,5,50.28333333,10.05666667,0,1.19,1.19,0,1.19,100,2.39,0,0.32,7.16,2.39,5.97,1.19,0,1.19,0,0,0,0,0,0,0,1.19,3.58,5.97,4.77,13.13,20.29,46.88
341,Paul LaDue,NYI,D,1,12.78333333,12.78333333,0,0,0,0,0,-,4.69,0,0,9.39,4.69,4.69,0,0,0,0,0,0,0,0,0,0,0,9.39,9.39,4.69,0,0,-
345,Riley Barber,DET,R,4,33.76666667,8.441666667,0,0,0,0,0,0,7.11,0,0.66,14.22,12.44,5.33,1.78,0,1.78,3.55,1.78,1.78,0,0,0,5.33,1.78,5.33,14.22,1.78,0,0,-
350,Liam O'Brien,ARI,C,39,369.6166667,9.477350427,0.32,0.16,0.16,0,0.49,42.86,5.84,5.56,0.63,10.88,8.28,5.36,2.92,0.49,1.14,17.21,4.22,2.11,1.62,0.49,3.25,1.3,0.97,22.56,8.77,1.62,0.81,0.81,8.12
353,Scott Sabourin,OTT,R,7,53.16666667,7.595238095,0,2.26,2.26,0,2.26,66.67,4.51,0,0.53,11.29,10.16,6.77,1.13,1.13,0,12.41,4.51,3.39,1.13,0,1.13,2.26,1.13,15.8,6.77,4.51,1.13,0,112.85
365,Tyler Lewington,BOS,D,2,24.88333333,12.44166667,0,0,0,0,0,-,4.82,0,0.14,7.23,7.23,0,0,0,0,16.88,4.82,2.41,2.41,0,4.82,0,0,2.41,7.23,4.82,0,0,-
374,Hudson Fasching,ARI,R,11,108.7166667,9.883333333,0,0,0,0,0,-,1.66,0,0.38,9.38,6.07,6.07,4.42,1.1,0.55,0,0,0,0,0,0,0,1.1,8.83,6.07,3.31,0.55,0,55.19
382,Mason Geertsen,N.J,D,25,173.9166667,6.956666667,0,0,0,0,0,0,4.14,0,0.34,6.9,5.86,4.48,2.41,0.69,0,26.56,5.17,2.07,1.72,1.38,4.48,1.03,1.38,20.01,5.52,2.41,0,0,-
383,Miles Wood,N.J,L,3,44.28333333,14.76111111,0,0,0,0,0,-,2.71,0,0.39,10.84,8.13,5.42,1.35,1.35,0,5.42,2.71,2.71,0,0,2.71,5.42,0,6.77,9.48,1.35,0,0,-
396,Remi Elie,T.B,L,1,10.95,10.95,0,0,0,0,0,-,10.96,0,0.89,16.44,10.96,10.96,5.48,0,5.48,0,0,0,0,0,0,0,0,16.44,21.92,0,0,0,-
399,Dillon Heatherington,OTT,D,9,111,12.33333333,0,0,0,0,0,0,2.16,0,0.39,4.86,3.24,1.08,0,0.54,0,3.78,1.08,0.54,0.54,0,0.54,1.08,0,9.73,3.78,1.08,0,0,-
400,Carl Dahlstrom,TOR,D,3,40.95,13.65,0,2.93,2.93,0,2.93,100,5.86,0,0.1,7.33,5.86,0,0,0,1.47,2.93,1.47,1.47,0,0,0,4.4,2.93,1.47,4.4,2.93,0,0,-
401,Justin Bailey,VAN,R,14,127.1,9.078571429,0,0,0,0,0,0,7.55,0,0.27,11.8,8.03,4.25,1.42,0,0,2.83,0.94,0.94,0,0,1.42,1.89,3.3,5.66,2.36,2.83,0,0.47,0
402,Madison Bowey,VAN,D,2,31.46666667,15.73333333,0,0,0,0,0,-,0,-,0.02,5.72,1.91,3.81,0,0,0,0,0,0,0,0,0,0,0,7.63,3.81,3.81,0,0,-
425,Frederik Gauthier,N.J,C,8,88.76666667,11.09583333,0,0,0,0,0,0,2.7,0,0.12,3.38,2.7,2.03,0.68,0,0,0,0,0,0,0,0,2.03,0,10.81,5.41,2.03,22.31,28.39,29.74
427,Dakota Mermis,MIN,D,2,27.8,13.9,0,0,0,0,0,0,2.16,0,0.03,10.79,4.32,0,0,0,0,0,0,0,0,0,0,0,0,6.47,10.79,2.16,0,0,-
429,Brandon Baddock,MTL,L,1,8.4,8.4,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,14.29,0,0,0,-
444,Michael Dal Colle,NYI,L,1,14.56666667,14.56666667,0,0,0,0,0,0,8.24,0,0.55,8.24,8.24,8.24,0,0,0,0,0,0,0,0,0,4.12,0,0,4.12,0,0,0,-
450,Brendan Perlini,EDM,L,23,192.5666667,8.372463768,1.25,0.31,0.31,0,1.56,83.33,7.48,16.67,0.64,13.71,10.59,7.17,1.87,0.62,0.31,1.87,0.93,0.93,0,0,0,0.62,0.93,9.04,3.74,0.93,0,0.31,0
466,Ryan MacInnis,BUF,C,1,10,10,0,0,0,0,0,-,12,0,0.5,12,12,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-
478,Chase DeLeo,N.J,C,2,16.3,8.15,0,0,0,0,0,-,7.36,0,1.18,18.4,14.72,14.72,7.36,3.68,0,0,0,0,0,0,3.68,0,0,18.4,0,0,0,7.36,0
480,Austin Poganski,WPG,R,16,149.15,9.321875,0,0,0,0,0,0,3.62,0,0.53,7.64,6.44,5.23,2.41,0,0.4,2.82,0.8,0.4,0.4,0,0.4,0.4,0.4,9.25,9.25,2.01,0,0,-
489,CJ Suess,WPG,L,3,17.13333333,5.711111111,0,0,0,0,0,-,0,-,0.2,7,7,7,0,0,0,7,3.5,3.5,0,0,3.5,0,3.5,7,0,17.51,7,7,175.1
492,Anthony Angello,PIT,R,4,26.51666667,6.629166667,0,0,0,0,0,0,4.53,0,0.17,4.53,4.53,2.26,0,0,0,4.53,2.26,2.26,0,0,0,0,0,29.42,4.53,0,0,2.26,0
493,Anders Bjork,BUF,L,58,698.9166667,12.05028736,0.43,0.26,0.26,0,0.69,47.06,4.38,9.8,0.39,7.98,5.49,4.81,1.89,0.43,0.43,0.86,0.43,0.43,0,0,0.77,0.94,1.37,0.94,4.29,1.37,0.09,0.34,1.72
496,Dylan Sikura,COL,C,5,49.78333333,9.956666667,0,1.21,1.21,0,1.21,50,3.62,0,0.49,4.82,4.82,3.62,2.41,0,2.41,0,0,0,0,0,0,0,2.41,0,6.03,3.62,0,0,-
503,Bokondji Imama,ARI,L,4,18.08333333,4.520833333,3.32,0,0,0,3.32,50,9.95,33.33,1.18,13.27,9.95,9.95,9.95,0,0,16.59,3.32,0,3.32,0,3.32,3.32,0,33.18,0,0,0,0,-
505,Darren Raddysh,T.B,D,4,42.68333333,10.67083333,0,0,0,0,0,0,2.81,0,0.07,7.03,4.22,1.41,0,0,0,0,0,0,0,0,0,0,1.41,5.62,12.65,8.43,0,0,-
508,Vladimir Tkachev,L.A,L,4,55.93333333,13.98333333,0,2.15,2.15,0,2.15,66.67,1.07,0,0.12,4.29,2.15,4.29,0,0,0,2.15,1.07,1.07,0,0,0,2.15,0,1.07,0,0,1.07,1.07,53.64
527,Brendan Guhle,ANA,D,6,88,14.66666667,0,0,0,0,0,0,4.09,0,0.3,12.27,8.86,4.09,0.68,0,0,0,0,0,0,0,0,3.41,0,7.5,6.82,2.73,0,0,-
536,Cooper Marody,EDM,C,1,6.066666667,6.066666667,0,9.89,9.89,0,9.89,100,9.89,0,1.6,9.89,9.89,9.89,9.89,0,0,0,0,0,0,0,0,0,9.89,0,9.89,0,0,0,-
540,Glenn Gawdin,CGY,C,2,18.48333333,9.241666667,0,0,0,0,0,-,9.74,0,0.3,12.98,9.74,3.25,0,0,0,6.49,3.25,3.25,0,0,0,3.25,0,3.25,3.25,3.25,9.74,25.97,88.53
550,Guillaume Brisebois,VAN,D,1,4.216666667,4.216666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.23,0,0,-
559,Blake Speers,ARI,C,2,18.31666667,9.158333333,0,0,0,0,0,-,3.28,0,0.16,6.55,3.28,0,0,0,0,6.55,3.28,3.28,0,0,0,3.28,3.28,9.83,3.28,6.55,19.65,16.38,178.67
561,Zach Senyshyn,OTT,R,2,13.05,6.525,0,0,0,0,0,-,0,-,0.05,4.6,4.6,0,0,0,0,9.2,4.6,4.6,0,0,0,0,0,18.39,4.6,0,0,0,-
562,Chase Pearson,DET,C,3,20.26666667,6.755555556,0,0,0,0,0,0,5.92,0,2.17,14.8,11.84,14.8,11.84,0,0,0,0,0,0,0,0,0,0,11.84,5.92,0,5.92,5.92,148.03
579,Kevin Stenlund,CBJ,C,3,22.58333333,7.527777778,0,0,0,0,0,-,7.97,0,0.48,10.63,7.97,7.97,2.66,0,0,5.31,2.66,2.66,0,0,2.66,0,2.66,5.31,5.31,5.31,2.66,0,265.68
580,Lukas Vejdemo,MTL,C,6,63.81666667,10.63611111,0.94,0,0,0,0.94,100,9.4,10,1.06,10.34,10.34,5.64,4.7,0.94,0,0,0,0,0,0,0,2.82,3.76,6.58,8.46,3.76,12.22,16.92,39.43
583,Christian Wolanin,"BUF, L.A",D,9,132.2666667,14.6962963,0.45,0.45,0.45,0,0.91,50,2.27,20,0.12,4.99,3.18,1.36,0.45,0,0.45,0.91,0.45,0.45,0,0,0.45,1.36,2.72,2.27,2.72,5.9,0,0,-
589,Christian Jaros,N.J,D,11,121.1166667,11.01060606,0,0,0,0,0,0,4.46,0,0.31,10.4,6.94,3.96,1.49,1.49,0.5,0.99,0.5,0.5,0,0,0,2.48,0.5,10.4,6.44,4.95,0,0,-
593,Brett Seney,TOR,L,2,14.03333333,7.016666667,0,0,0,0,0,-,4.28,0,0.72,8.55,4.28,8.55,4.28,0,0,0,0,0,0,0,0,4.28,0,12.83,12.83,8.55,0,21.38,0
597,Markus Nutivaara,FLA,D,1,7.016666667,7.016666667,0,8.55,8.55,0,8.55,100,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,17.1,0,0,0,-
600,Kole Sherwood,NSH,R,1,8.133333333,8.133333333,0,0,0,0,0,-,14.75,0,0.5,22.13,14.75,14.75,7.38,0,0,0,0,0,0,0,0,0,0,22.13,0,0,0,0,-
604,Adam Brooks,"MTL, VGK, WPG",C,25,223.7,8.948,0.54,0.27,0.27,0,0.8,60,3.76,14.29,0.45,5.63,4.83,4.02,2.68,0,0,0.54,0.27,0.27,0,0,0.27,0.8,0.8,2.95,5.9,1.61,6.17,9.12,10.82
608,Dan Renouf,DET,D,4,56.01666667,14.00416667,0,0,0,0,0,0,3.21,0,0.12,5.36,4.28,1.07,0,0,0,7.5,2.14,1.07,1.07,0,2.14,1.07,1.07,4.28,4.28,2.14,0,0,-
609,Ethan Prow,BUF,D,4,50.95,12.7375,1.18,0,0,0,1.18,33.33,2.36,50,0.23,3.53,2.36,2.36,1.18,0,0,0,0,0,0,0,0,2.36,0,2.36,5.89,3.53,0,0,-
614,Joey Anderson,TOR,R,5,43.86666667,8.773333333,0,0,0,0,0,0,13.68,0,0.92,20.52,16.41,16.41,8.21,1.37,4.1,0,0,0,0,0,1.37,0,2.74,4.1,10.94,0,0,0,-
617,Maxime Lajoie,CAR,D,5,62.7,12.54,0,0,0,0,0,0,5.74,0,0.38,17.22,9.57,6.7,0.96,0,0.96,0,0,0,0,0,0,0.96,0,2.87,4.78,4.78,0,0,-
618,Lucas Johansen,WSH,D,1,12.3,12.3,0,4.88,4.88,0,4.88,100,0,-,0.13,4.88,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,0,0,0,-
619,Wade Allison,PHI,R,1,8.266666667,8.266666667,0,0,0,0,0,-,14.52,0,1.23,14.52,14.52,14.52,0,0,0,0,0,0,0,0,0,7.26,7.26,7.26,0,0,0,0,-
635,Tyler Benson,EDM,L,29,247.6166667,8.538505747,0.24,0.24,0.24,0,0.48,33.33,4.36,5.56,0.3,8.48,6.06,4.36,1.21,0.48,0.73,4.36,1.21,0.97,0,0.24,0.97,1.45,0.73,10.9,8.24,0.73,0,0.24,0
639,Olli Juolevi,"DET, FLA",D,18,229.5666667,12.7537037,0,0,0,0,0,0,4.7,0,0.11,8.89,6.53,1.05,0,0.26,0.26,1.57,0.78,0.78,0,0,0.26,1.83,0.52,3.66,9.15,2.61,0,0,-
641,Beck Malenstyn,WSH,L,12,108.5333333,9.044444444,0.55,0,0,0,0.55,20,5.53,10,0.54,9.4,8.29,4.98,3.32,0,0,4.98,1.66,1.11,0.55,0,1.11,0.55,1.11,18.8,12.16,3.87,0.55,3.32,7.9
642,Riley Tufte,DAL,L,10,71.98333333,7.198333333,0.83,0,0,0,0.83,50,4.17,20,0.49,6.67,5.83,4.17,3.33,0,0,3.33,1.67,1.67,0,0,0.83,2.5,0.83,7.5,3.33,3.33,0.83,0.83,41.68
643,Tim Gettinger,NYR,L,8,75.7,9.4625,0,0,0,0,0,0,2.38,0,0.24,4.76,3.96,3.17,1.59,0.79,0,0,0,0,0,0,0,0.79,0,11.89,3.96,3.96,1.59,1.59,39.63
646,William Lockwood,VAN,R,13,147.4166667,11.33974359,0,0,0,0,0,0,5.29,0,0.59,9.77,8.14,5.7,2.85,0,0,3.66,1.22,0.81,0.41,0,0.81,0.81,0.41,19.94,10.58,3.66,0,0,-
647,Max Jones,ANA,L,2,19.8,9.9,0,0,0,0,0,-,6.06,0,0.34,12.12,9.09,6.06,0,0,0,45.45,6.06,0,3.03,3.03,9.09,6.06,0,6.06,3.03,0,3.03,3.03,151.52
655,Givani Smith,DET,R,46,389.7166667,8.472101449,0.62,0.46,0.46,0,1.08,58.33,7.7,8,0.65,12.78,9.85,5.7,3.08,0.62,0.62,16.63,4.16,2.16,1.54,0.46,2.46,1.23,1.08,13.24,5.23,3.08,0.15,0.15,7.7
656,Connor Bunnaman,PHI,C,15,150.15,10.01,0,0,0,0,0,0,4,0,0.52,6.79,5.99,4,2,0.4,0,1.6,0.8,0.8,0,0,0.4,0.8,0,6.79,4,0.8,22.78,19.98,21.29
669,Sean Day,T.B,D,2,21.41666667,10.70833333,0,0,0,0,0,0,5.6,0,0.09,8.4,5.6,0,0,0,0,0,0,0,0,0,2.8,0,2.8,11.21,5.6,5.6,0,0,-
